      Date  Year  DayIndex MISO1 MISO2 Amplitude  Phase
2010-10-11  2010       164  0.10 -1.67      1.67      2
2010-10-12  2010       165 -0.20 -1.71      1.72      3
2010-10-13  2010       166 -0.46 -1.62      1.68      3
2010-10-14  2010       167 -0.71 -1.56      1.71      3
2010-10-15  2010       168 -1.01 -1.37      1.70      3
2010-10-16  2010       169 -1.25 -1.01      1.61      4
2010-10-17  2010       170 -1.37 -0.71      1.54      4
2010-10-18  2010       171 -1.44 -0.43      1.50      4
2010-10-19  2010       172 -1.48 -0.25      1.50      4
2010-10-20  2010       173 -1.46 -0.13      1.47      4
2010-10-21  2010       174 -1.38 -0.14      1.39      4
2010-10-22  2010       175 -1.40 -0.16      1.41      4
2010-10-23  2010       176 -1.46 -0.04      1.46      4
2010-10-24  2010       177 -1.43  0.09      1.43      5
2010-10-25  2010       178 -1.37  0.25      1.39      5
2010-10-26  2010       179 -1.31  0.37      1.36      5
2010-10-27  2010       180 -1.23  0.52      1.34      5
2010-10-28  2010       181 -1.14  0.61      1.29      5
2010-10-29  2010       182 -1.03  0.62      1.20      5
2010-10-30  2010       183 -0.89  0.56      1.05      5
2010-10-31  2010       184 -0.78  0.49      0.92      5
2011-05-01  2011         1 -0.91 -1.19      1.50      3
2011-05-02  2011         2 -1.11 -1.09      1.56      4
2011-05-03  2011         3 -1.27 -0.84      1.52      4
2011-05-04  2011         4 -1.31 -0.65      1.46      4
2011-05-05  2011         5 -1.28 -0.58      1.41      4
2011-05-06  2011         6 -1.27 -0.41      1.33      4
2011-05-07  2011         7 -1.10 -0.36      1.16      4
2011-05-08  2011         8 -0.89 -0.29      0.94      4
2011-05-09  2011         9 -0.80 -0.24      0.84      4
2011-05-10  2011        10 -0.76 -0.16      0.78      4
2011-05-11  2011        11 -0.74 -0.20      0.77      4
2011-05-12  2011        12 -0.77 -0.04      0.77      4
2011-05-13  2011        13 -0.71  0.21      0.74      5
2011-05-14  2011        14 -0.66  0.49      0.82      5
2011-05-15  2011        15 -0.57  0.56      0.80      5
2011-05-16  2011        16 -0.53  0.57      0.78      6
2011-05-17  2011        17 -0.52  0.60      0.79      6
2011-05-18  2011        18 -0.54  0.68      0.87      6
2011-05-19  2011        19 -0.54  0.70      0.88      6
2011-05-20  2011        20 -0.47  0.82      0.95      6
2011-05-21  2011        21 -0.35  0.98      1.04      6
2011-05-22  2011        22 -0.21  1.16      1.18      6
2011-05-23  2011        23 -0.03  1.29      1.29      6
2011-05-24  2011        24  0.15  1.37      1.38      7
2011-05-25  2011        25  0.34  1.46      1.50      7
2011-05-26  2011        26  0.57  1.43      1.54      7
2011-05-27  2011        27  0.81  1.44      1.65      7
2011-05-28  2011        28  1.01  1.29      1.64      7
2011-05-29  2011        29  1.19  1.04      1.58      8
2011-05-30  2011        30  1.26  0.68      1.43      8
2011-05-31  2011        31  1.33  0.28      1.36      8
2011-06-01  2011        32  1.35 -0.09      1.35      1
2011-06-02  2011        33  1.31 -0.48      1.40      1
2011-06-03  2011        34  1.21 -0.75      1.42      1
2011-06-04  2011        35  1.03 -0.97      1.41      1
2011-06-05  2011        36  0.80 -1.15      1.40      2
2011-06-06  2011        37  0.55 -1.24      1.36      2
2011-06-07  2011        38  0.22 -1.28      1.30      2
2011-06-08  2011        39 -0.10 -1.31      1.31      3
2011-06-09  2011        40 -0.40 -1.26      1.32      3
2011-06-10  2011        41 -0.65 -1.12      1.29      3
2011-06-11  2011        42 -0.90 -0.91      1.28      3
2011-06-12  2011        43 -1.05 -0.76      1.30      4
2011-06-13  2011        44 -1.15 -0.61      1.30      4
2011-06-14  2011        45 -1.20 -0.45      1.28      4
2011-06-15  2011        46 -1.21 -0.27      1.24      4
2011-06-16  2011        47 -1.20 -0.08      1.20      4
2011-06-17  2011        48 -1.18  0.14      1.19      5
2011-06-18  2011        49 -1.18  0.46      1.27      5
2011-06-19  2011        50 -1.16  0.73      1.37      5
2011-06-20  2011        51 -1.09  0.93      1.43      5
2011-06-21  2011        52 -0.98  1.10      1.47      6
2011-06-22  2011        53 -0.87  1.26      1.53      6
2011-06-23  2011        54 -0.77  1.40      1.60      6
2011-06-24  2011        55 -0.61  1.43      1.55      6
2011-06-25  2011        56 -0.40  1.55      1.60      6
2011-06-26  2011        57 -0.20  1.61      1.62      6
2011-06-27  2011        58  0.03  1.63      1.63      7
2011-06-28  2011        59  0.30  1.62      1.65      7
2011-06-29  2011        60  0.53  1.52      1.61      7
2011-06-30  2011        61  0.72  1.36      1.54      7
2011-07-01  2011        62  0.91  1.11      1.44      7
2011-07-02  2011        63  1.06  0.81      1.33      8
2011-07-03  2011        64  1.15  0.54      1.27      8
2011-07-04  2011        65  1.21  0.28      1.24      8
2011-07-05  2011        66  1.25  0.04      1.25      8
2011-07-06  2011        67  1.21 -0.18      1.22      1
2011-07-07  2011        68  1.06 -0.35      1.12      1
2011-07-08  2011        69  0.87 -0.40      0.96      1
2011-07-09  2011        70  0.74 -0.44      0.86      1
2011-07-10  2011        71  0.60 -0.44      0.74      1
2011-07-11  2011        72  0.55 -0.39      0.67      1
2011-07-12  2011        73  0.48 -0.35      0.59      1
2011-07-13  2011        74  0.42 -0.38      0.57      1
2011-07-14  2011        75  0.32 -0.51      0.60      2
2011-07-15  2011        76  0.24 -0.63      0.67      2
2011-07-16  2011        77  0.18 -0.82      0.84      2
2011-07-17  2011        78  0.16 -1.01      1.02      2
2011-07-18  2011        79  0.01 -1.18      1.18      2
2011-07-19  2011        80 -0.16 -1.24      1.25      3
2011-07-20  2011        81 -0.32 -1.28      1.32      3
2011-07-21  2011        82 -0.52 -1.25      1.35      3
2011-07-22  2011        83 -0.82 -1.18      1.44      3
2011-07-23  2011        84 -1.04 -0.91      1.38      4
2011-07-24  2011        85 -1.10 -0.45      1.19      4
2011-07-25  2011        86 -1.06 -0.07      1.06      4
2011-07-26  2011        87 -0.84  0.32      0.90      5
2011-07-27  2011        88 -0.62  0.54      0.82      5
2011-07-28  2011        89 -0.41  0.53      0.67      6
2011-07-29  2011        90 -0.19  0.43      0.47      6
2011-07-30  2011        91 -0.01  0.17      0.17      6
2011-07-31  2011        92  0.06 -0.08      0.10      2
2011-08-01  2011        93  0.09 -0.24      0.26      2
2011-08-02  2011        94  0.07 -0.44      0.45      2
2011-08-03  2011        95 -0.04 -0.63      0.63      3
2011-08-04  2011        96 -0.17 -0.65      0.67      3
2011-08-05  2011        97 -0.29 -0.58      0.65      3
2011-08-06  2011        98 -0.43 -0.55      0.70      3
2011-08-07  2011        99 -0.54 -0.37      0.65      4
2011-08-08  2011       100 -0.62  0.00      0.62      5
2011-08-09  2011       101 -0.59  0.35      0.69      5
2011-08-10  2011       102 -0.49  0.66      0.82      6
2011-08-11  2011       103 -0.34  0.70      0.78      6
2011-08-12  2011       104 -0.15  0.68      0.70      6
2011-08-13  2011       105  0.06  0.67      0.67      7
2011-08-14  2011       106  0.24  0.55      0.60      7
2011-08-15  2011       107  0.36  0.51      0.62      7
2011-08-16  2011       108  0.46  0.46      0.65      8
2011-08-17  2011       109  0.55  0.38      0.67      8
2011-08-18  2011       110  0.67  0.11      0.68      8
2011-08-19  2011       111  0.72  0.02      0.72      8
2011-08-20  2011       112  0.80 -0.13      0.81      1
2011-08-21  2011       113  0.78 -0.34      0.85      1
2011-08-22  2011       114  0.69 -0.51      0.86      1
2011-08-23  2011       115  0.62 -0.62      0.88      1
2011-08-24  2011       116  0.53 -0.62      0.82      2
2011-08-25  2011       117  0.36 -0.68      0.77      2
2011-08-26  2011       118  0.25 -0.83      0.87      2
2011-08-27  2011       119  0.16 -0.94      0.95      2
2011-08-28  2011       120 -0.02 -0.97      0.97      3
2011-08-29  2011       121 -0.22 -1.06      1.08      3
2011-08-30  2011       122 -0.39 -1.02      1.09      3
2011-08-31  2011       123 -0.46 -1.03      1.13      3
2011-09-01  2011       124 -0.57 -1.07      1.21      3
2011-09-02  2011       125 -0.64 -1.24      1.40      3
2011-09-03  2011       126 -0.78 -1.35      1.56      3
2011-09-04  2011       127 -0.93 -1.41      1.69      3
2011-09-05  2011       128 -1.18 -1.36      1.80      3
2011-09-06  2011       129 -1.45 -1.16      1.86      4
2011-09-07  2011       130 -1.68 -0.83      1.87      4
2011-09-08  2011       131 -1.83 -0.40      1.87      4
2011-09-09  2011       132 -1.92  0.01      1.92      5
2011-09-10  2011       133 -1.82  0.47      1.88      5
2011-09-11  2011       134 -1.46  0.85      1.69      5
2011-09-12  2011       135 -1.12  1.03      1.52      5
2011-09-13  2011       136 -0.80  0.98      1.27      6
2011-09-14  2011       137 -0.49  0.99      1.10      6
2011-09-15  2011       138 -0.22  0.90      0.93      6
2011-09-16  2011       139  0.06  0.73      0.73      7
2011-09-17  2011       140  0.27  0.49      0.56      7
2011-09-18  2011       141  0.40  0.24      0.47      8
2011-09-19  2011       142  0.49 -0.09      0.50      1
2011-09-20  2011       143  0.48 -0.38      0.61      1
2011-09-21  2011       144  0.34 -0.55      0.65      2
2011-09-22  2011       145  0.14 -0.66      0.67      2
2011-09-23  2011       146 -0.08 -0.63      0.64      3
2011-09-24  2011       147 -0.28 -0.43      0.51      3
2011-09-25  2011       148 -0.40 -0.07      0.41      4
2011-09-26  2011       149 -0.39  0.24      0.46      5
2011-09-27  2011       150 -0.28  0.50      0.57      6
2011-09-28  2011       151 -0.18  0.66      0.68      6
2011-09-29  2011       152 -0.10  0.81      0.82      6
2011-09-30  2011       153 -0.02  0.90      0.90      6
2011-10-01  2011       154  0.06  0.93      0.93      7
2011-10-02  2011       155  0.12  0.98      0.99      7
2011-10-03  2011       156  0.17  1.00      1.01      7
2011-10-04  2011       157  0.30  0.94      0.99      7
2011-10-05  2011       158  0.37  0.87      0.95      7
2011-10-06  2011       159  0.40  0.81      0.90      7
2011-10-07  2011       160  0.41  0.77      0.87      7
2011-10-08  2011       161  0.40  0.71      0.81      7
2011-10-09  2011       162  0.39  0.69      0.79      7
2011-10-10  2011       163  0.34  0.69      0.77      7
2011-10-11  2011       164  0.34  0.65      0.73      7
2011-10-12  2011       165  0.33  0.63      0.71      7
2011-10-13  2011       166  0.31  0.63      0.70      7
2011-10-14  2011       167  0.30  0.63      0.70      7
2011-10-15  2011       168  0.32  0.67      0.74      7
2011-10-16  2011       169  0.35  0.67      0.76      7
2011-10-17  2011       170  0.37  0.66      0.76      7
2011-10-18  2011       171  0.34  0.51      0.61      7
2011-10-19  2011       172  0.25  0.41      0.48      7
2011-10-20  2011       173  0.17  0.31      0.35      7
2011-10-21  2011       174  0.10  0.39      0.40      7
2011-10-22  2011       175  0.07  0.47      0.48      7
2011-10-23  2011       176  0.09  0.48      0.49      7
2011-10-24  2011       177  0.18  0.58      0.61      7
2011-10-25  2011       178  0.33  0.57      0.66      7
2011-10-26  2011       179  0.49  0.58      0.76      7
2011-10-27  2011       180  0.62  0.49      0.79      8
2011-10-28  2011       181  0.71  0.41      0.82      8
2011-10-29  2011       182  0.80  0.30      0.85      8
2011-10-30  2011       183  0.87  0.17      0.89      8
2011-10-31  2011       184  0.90  0.06      0.90      8
2012-05-01  2012         1 -0.82 -0.96      1.26      3
2012-05-02  2012         2 -0.85 -0.73      1.12      4
2012-05-03  2012         3 -0.85 -0.59      1.03      4
2012-05-04  2012         4 -0.66 -0.65      0.93      4
2012-05-05  2012         5 -0.65 -0.55      0.85      4
2012-05-06  2012         6 -0.73 -0.50      0.88      4
2012-05-07  2012         7 -0.83 -0.40      0.92      4
2012-05-08  2012         8 -0.90 -0.26      0.94      4
2012-05-09  2012         9 -0.92 -0.01      0.92      4
2012-05-10  2012        10 -0.99  0.12      1.00      5
2012-05-11  2012        11 -0.98  0.32      1.03      5
2012-05-12  2012        12 -0.99  0.47      1.10      5
2012-05-13  2012        13 -0.94  0.72      1.18      5
2012-05-14  2012        14 -0.79  0.82      1.14      6
2012-05-15  2012        15 -0.67  0.93      1.15      6
2012-05-16  2012        16 -0.54  1.01      1.15      6
2012-05-17  2012        17 -0.34  1.19      1.24      6
2012-05-18  2012        18 -0.13  1.43      1.44      6
2012-05-19  2012        19  0.11  1.58      1.58      7
2012-05-20  2012        20  0.34  1.72      1.75      7
2012-05-21  2012        21  0.57  1.89      1.97      7
2012-05-22  2012        22  0.88  1.83      2.03      7
2012-05-23  2012        23  1.12  1.68      2.02      7
2012-05-24  2012        24  1.37  1.55      2.07      7
2012-05-25  2012        25  1.64  1.37      2.14      8
2012-05-26  2012        26  1.85  1.20      2.21      8
2012-05-27  2012        27  1.98  0.90      2.17      8
2012-05-28  2012        28  2.01  0.60      2.10      8
2012-05-29  2012        29  2.06  0.30      2.08      8
2012-05-30  2012        30  2.12  0.20      2.13      8
2012-05-31  2012        31  2.10 -0.05      2.10      1
2012-06-01  2012        32  1.91 -0.35      1.94      1
2012-06-02  2012        33  1.72 -0.30      1.75      1
2012-06-03  2012        34  1.61 -0.22      1.62      1
2012-06-04  2012        35  1.48 -0.25      1.50      1
2012-06-05  2012        36  1.33 -0.27      1.36      1
2012-06-06  2012        37  1.29 -0.29      1.32      1
2012-06-07  2012        38  1.17 -0.37      1.23      1
2012-06-08  2012        39  1.08 -0.46      1.17      1
2012-06-09  2012        40  1.05 -0.55      1.19      1
2012-06-10  2012        41  1.02 -0.62      1.19      1
2012-06-11  2012        42  0.88 -0.73      1.14      1
2012-06-12  2012        43  0.70 -0.78      1.05      2
2012-06-13  2012        44  0.53 -0.78      0.94      2
2012-06-14  2012        45  0.33 -0.47      0.57      2
2012-06-15  2012        46  0.16 -0.31      0.35      2
2012-06-16  2012        47 -0.01 -0.34      0.34      3
2012-06-17  2012        48 -0.12 -0.27      0.30      3
2012-06-18  2012        49 -0.13 -0.20      0.24      3
2012-06-19  2012        50 -0.18 -0.17      0.25      4
2012-06-20  2012        51 -0.23 -0.25      0.34      3
2012-06-21  2012        52 -0.38 -0.20      0.43      4
2012-06-22  2012        53 -0.51 -0.14      0.53      4
2012-06-23  2012        54 -0.58 -0.13      0.59      4
2012-06-24  2012        55 -0.66 -0.04      0.66      4
2012-06-25  2012        56 -0.70  0.16      0.72      5
2012-06-26  2012        57 -0.72  0.23      0.76      5
2012-06-27  2012        58 -0.65  0.38      0.75      5
2012-06-28  2012        59 -0.50  0.48      0.69      5
2012-06-29  2012        60 -0.35  0.57      0.67      6
2012-06-30  2012        61 -0.22  0.53      0.57      6
2012-07-01  2012        62 -0.02  0.45      0.45      6
2012-07-02  2012        63  0.14  0.32      0.35      7
2012-07-03  2012        64  0.22  0.34      0.40      7
2012-07-04  2012        65  0.22  0.47      0.52      7
2012-07-05  2012        66  0.26  0.53      0.59      7
2012-07-06  2012        67  0.25  0.51      0.57      7
2012-07-07  2012        68  0.32  0.62      0.70      7
2012-07-08  2012        69  0.44  0.78      0.90      7
2012-07-09  2012        70  0.65  0.79      1.02      7
2012-07-10  2012        71  0.92  0.86      1.26      8
2012-07-11  2012        72  1.20  0.71      1.39      8
2012-07-12  2012        73  1.43  0.62      1.56      8
2012-07-13  2012        74  1.70  0.42      1.75      8
2012-07-14  2012        75  1.86  0.09      1.86      8
2012-07-15  2012        76  1.92 -0.25      1.94      1
2012-07-16  2012        77  1.88 -0.57      1.96      1
2012-07-17  2012        78  1.73 -0.99      1.99      1
2012-07-18  2012        79  1.43 -1.33      1.95      1
2012-07-19  2012        80  1.07 -1.42      1.78      2
2012-07-20  2012        81  0.72 -1.46      1.63      2
2012-07-21  2012        82  0.38 -1.37      1.42      2
2012-07-22  2012        83  0.12 -1.09      1.10      2
2012-07-23  2012        84 -0.10 -0.68      0.69      3
2012-07-24  2012        85 -0.16 -0.40      0.43      3
2012-07-25  2012        86 -0.18 -0.10      0.21      4
2012-07-26  2012        87 -0.22  0.14      0.26      5
2012-07-27  2012        88 -0.23  0.38      0.44      6
2012-07-28  2012        89 -0.21  0.46      0.51      6
2012-07-29  2012        90 -0.24  0.41      0.48      6
2012-07-30  2012        91 -0.32  0.36      0.48      6
2012-07-31  2012        92 -0.45  0.27      0.52      5
2012-08-01  2012        93 -0.50  0.20      0.54      5
2012-08-02  2012        94 -0.52  0.11      0.53      5
2012-08-03  2012        95 -0.60  0.13      0.61      5
2012-08-04  2012        96 -0.67  0.15      0.69      5
2012-08-05  2012        97 -0.79  0.33      0.86      5
2012-08-06  2012        98 -0.87  0.48      0.99      5
2012-08-07  2012        99 -0.90  0.75      1.17      5
2012-08-08  2012       100 -0.85  0.84      1.20      5
2012-08-09  2012       101 -0.73  0.91      1.17      6
2012-08-10  2012       102 -0.54  0.93      1.08      6
2012-08-11  2012       103 -0.35  0.96      1.02      6
2012-08-12  2012       104 -0.23  0.82      0.85      6
2012-08-13  2012       105 -0.13  0.65      0.66      6
2012-08-14  2012       106 -0.06  0.46      0.46      6
2012-08-15  2012       107 -0.04  0.32      0.32      6
2012-08-16  2012       108 -0.01  0.30      0.30      6
2012-08-17  2012       109  0.01  0.26      0.26      7
2012-08-18  2012       110  0.01  0.33      0.33      7
2012-08-19  2012       111  0.02  0.28      0.28      7
2012-08-20  2012       112  0.02  0.38      0.38      7
2012-08-21  2012       113  0.13  0.42      0.44      7
2012-08-22  2012       114  0.17  0.46      0.49      7
2012-08-23  2012       115  0.27  0.45      0.52      7
2012-08-24  2012       116  0.50  0.42      0.65      8
2012-08-25  2012       117  0.77  0.32      0.83      8
2012-08-26  2012       118  0.99  0.14      1.00      8
2012-08-27  2012       119  1.22 -0.12      1.23      1
2012-08-28  2012       120  1.37 -0.51      1.46      1
2012-08-29  2012       121  1.51 -1.01      1.82      1
2012-08-30  2012       122  1.44 -1.44      2.04      1
2012-08-31  2012       123  1.24 -1.75      2.14      2
2012-09-01  2012       124  1.00 -1.91      2.16      2
2012-09-02  2012       125  0.67 -1.87      1.99      2
2012-09-03  2012       126  0.29 -1.93      1.95      2
2012-09-04  2012       127 -0.16 -1.96      1.97      3
2012-09-05  2012       128 -0.56 -1.89      1.97      3
2012-09-06  2012       129 -0.89 -1.75      1.96      3
2012-09-07  2012       130 -1.08 -1.46      1.82      3
2012-09-08  2012       131 -1.14 -1.23      1.68      3
2012-09-09  2012       132 -1.23 -0.93      1.54      4
2012-09-10  2012       133 -1.31 -0.69      1.48      4
2012-09-11  2012       134 -1.28 -0.36      1.33      4
2012-09-12  2012       135 -1.12 -0.10      1.12      4
2012-09-13  2012       136 -0.91  0.04      0.91      5
2012-09-14  2012       137 -0.76  0.07      0.76      5
2012-09-15  2012       138 -0.60  0.02      0.60      5
2012-09-16  2012       139 -0.45  0.18      0.48      5
2012-09-17  2012       140 -0.38  0.33      0.50      5
2012-09-18  2012       141 -0.24  0.46      0.52      6
2012-09-19  2012       142 -0.04  0.43      0.43      6
2012-09-20  2012       143  0.09  0.39      0.40      7
2012-09-21  2012       144  0.21  0.50      0.54      7
2012-09-22  2012       145  0.43  0.66      0.79      7
2012-09-23  2012       146  0.61  0.69      0.92      7
2012-09-24  2012       147  0.76  0.58      0.96      8
2012-09-25  2012       148  0.85  0.38      0.93      8
2012-09-26  2012       149  0.86  0.22      0.89      8
2012-09-27  2012       150  0.85  0.08      0.85      8
2012-09-28  2012       151  0.82 -0.13      0.83      1
2012-09-29  2012       152  0.77 -0.37      0.85      1
2012-09-30  2012       153  0.77 -0.63      0.99      1
2012-10-01  2012       154  0.65 -0.80      1.03      2
2012-10-02  2012       155  0.44 -0.98      1.07      2
2012-10-03  2012       156  0.18 -1.00      1.02      2
2012-10-04  2012       157 -0.08 -0.97      0.97      3
2012-10-05  2012       158 -0.35 -0.90      0.97      3
2012-10-06  2012       159 -0.62 -0.60      0.86      4
2012-10-07  2012       160 -0.76 -0.22      0.79      4
2012-10-08  2012       161 -0.84  0.20      0.86      5
2012-10-09  2012       162 -0.79  0.31      0.85      5
2012-10-10  2012       163 -0.79  0.40      0.89      5
2012-10-11  2012       164 -0.79  0.58      0.98      5
2012-10-12  2012       165 -0.69  0.84      1.09      6
2012-10-13  2012       166 -0.55  1.04      1.18      6
2012-10-14  2012       167 -0.37  1.17      1.23      6
2012-10-15  2012       168 -0.06  1.27      1.27      6
2012-10-16  2012       169  0.18  1.29      1.30      7
2012-10-17  2012       170  0.40  1.25      1.31      7
2012-10-18  2012       171  0.60  1.12      1.27      7
2012-10-19  2012       172  0.81  0.88      1.20      7
2012-10-20  2012       173  0.97  0.60      1.14      8
2012-10-21  2012       174  1.04  0.42      1.12      8
2012-10-22  2012       175  1.19  0.28      1.22      8
2012-10-23  2012       176  1.26  0.22      1.28      8
2012-10-24  2012       177  1.28  0.02      1.28      8
2012-10-25  2012       178  1.20 -0.10      1.20      1
2012-10-26  2012       179  1.06 -0.19      1.08      1
2012-10-27  2012       180  0.95 -0.10      0.96      1
2012-10-28  2012       181  0.97 -0.01      0.97      1
2012-10-29  2012       182  1.11  0.06      1.11      8
2012-10-30  2012       183  1.28  0.09      1.28      8
2012-10-31  2012       184  1.35 -0.10      1.35      1
2013-05-01  2013         1 -1.58  1.68      2.31      6
2013-05-02  2013         2 -1.29  1.89      2.29      6
2013-05-03  2013         3 -0.97  1.94      2.17      6
2013-05-04  2013         4 -0.71  2.10      2.22      6
2013-05-05  2013         5 -0.34  1.95      1.98      6
2013-05-06  2013         6  0.20  1.44      1.45      7
2013-05-07  2013         7  0.39  1.28      1.34      7
2013-05-08  2013         8  0.57  1.23      1.36      7
2013-05-09  2013         9  0.72  1.13      1.34      7
2013-05-10  2013        10  0.92  1.07      1.41      7
2013-05-11  2013        11  1.11  0.82      1.38      8
2013-05-12  2013        12  1.25  0.58      1.38      8
2013-05-13  2013        13  1.31  0.40      1.37      8
2013-05-14  2013        14  1.39  0.10      1.39      8
2013-05-15  2013        15  1.27 -0.21      1.29      1
2013-05-16  2013        16  1.13 -0.41      1.20      1
2013-05-17  2013        17  1.06 -0.53      1.19      1
2013-05-18  2013        18  1.00 -0.60      1.17      1
2013-05-19  2013        19  0.88 -0.61      1.07      1
2013-05-20  2013        20  0.71 -0.62      0.94      1
2013-05-21  2013        21  0.55 -0.63      0.84      2
2013-05-22  2013        22  0.41 -0.65      0.77      2
2013-05-23  2013        23  0.24 -0.67      0.71      2
2013-05-24  2013        24  0.08 -0.70      0.70      2
2013-05-25  2013        25 -0.04 -0.71      0.71      3
2013-05-26  2013        26 -0.13 -0.84      0.85      3
2013-05-27  2013        27 -0.20 -0.97      0.99      3
2013-05-28  2013        28 -0.33 -1.13      1.18      3
2013-05-29  2013        29 -0.52 -1.31      1.41      3
2013-05-30  2013        30 -0.82 -1.47      1.68      3
2013-05-31  2013        31 -1.00 -1.35      1.68      3
2013-06-01  2013        32 -1.11 -1.09      1.56      4
2013-06-02  2013        33 -1.13 -0.78      1.37      4
2013-06-03  2013        34 -1.19 -0.53      1.30      4
2013-06-04  2013        35 -1.29 -0.29      1.32      4
2013-06-05  2013        36 -1.32  0.00      1.32      5
2013-06-06  2013        37 -1.22  0.34      1.27      5
2013-06-07  2013        38 -1.05  0.59      1.20      5
2013-06-08  2013        39 -0.94  0.66      1.15      5
2013-06-09  2013        40 -0.77  0.72      1.05      5
2013-06-10  2013        41 -0.63  0.59      0.86      5
2013-06-11  2013        42 -0.46  0.44      0.64      5
2013-06-12  2013        43 -0.32  0.22      0.39      5
2013-06-13  2013        44 -0.30  0.00      0.30      5
2013-06-14  2013        45 -0.38 -0.15      0.41      4
2013-06-15  2013        46 -0.35 -0.13      0.37      4
2013-06-16  2013        47 -0.27 -0.16      0.31      4
2013-06-17  2013        48 -0.25 -0.23      0.34      4
2013-06-18  2013        49 -0.22 -0.32      0.39      3
2013-06-19  2013        50 -0.22 -0.40      0.46      3
2013-06-20  2013        51 -0.29 -0.44      0.53      3
2013-06-21  2013        52 -0.33 -0.43      0.54      3
2013-06-22  2013        53 -0.40 -0.34      0.52      4
2013-06-23  2013        54 -0.47 -0.37      0.60      4
2013-06-24  2013        55 -0.63 -0.30      0.70      4
2013-06-25  2013        56 -0.78 -0.30      0.84      4
2013-06-26  2013        57 -0.89 -0.30      0.94      4
2013-06-27  2013        58 -0.96 -0.30      1.01      4
2013-06-28  2013        59 -1.09 -0.27      1.12      4
2013-06-29  2013        60 -1.18 -0.17      1.19      4
2013-06-30  2013        61 -1.24  0.04      1.24      5
2013-07-01  2013        62 -1.20  0.22      1.22      5
2013-07-02  2013        63 -1.12  0.46      1.21      5
2013-07-03  2013        64 -0.92  0.65      1.13      5
2013-07-04  2013        65 -0.74  0.78      1.08      6
2013-07-05  2013        66 -0.53  0.97      1.11      6
2013-07-06  2013        67 -0.25  1.14      1.17      6
2013-07-07  2013        68  0.22  1.18      1.20      7
2013-07-08  2013        69  0.56  1.06      1.20      7
2013-07-09  2013        70  0.89  0.78      1.18      8
2013-07-10  2013        71  1.17  0.42      1.24      8
2013-07-11  2013        72  1.36 -0.08      1.36      1
2013-07-12  2013        73  1.32 -0.69      1.49      1
2013-07-13  2013        74  1.09 -1.27      1.67      2
2013-07-14  2013        75  0.88 -1.56      1.79      2
2013-07-15  2013        76  0.58 -1.79      1.88      2
2013-07-16  2013        77  0.22 -1.93      1.94      2
2013-07-17  2013        78 -0.17 -1.92      1.93      3
2013-07-18  2013        79 -0.44 -1.87      1.92      3
2013-07-19  2013        80 -0.71 -1.80      1.93      3
2013-07-20  2013        81 -0.94 -1.62      1.87      3
2013-07-21  2013        82 -1.11 -1.34      1.74      3
2013-07-22  2013        83 -1.09 -1.08      1.53      4
2013-07-23  2013        84 -1.12 -0.95      1.47      4
2013-07-24  2013        85 -1.12 -0.85      1.41      4
2013-07-25  2013        86 -1.13 -0.74      1.35      4
2013-07-26  2013        87 -1.20 -0.67      1.37      4
2013-07-27  2013        88 -1.17 -0.63      1.33      4
2013-07-28  2013        89 -1.29 -0.58      1.41      4
2013-07-29  2013        90 -1.43 -0.29      1.46      4
2013-07-30  2013        91 -1.52 -0.11      1.52      4
2013-07-31  2013        92 -1.60  0.08      1.60      5
2013-08-01  2013        93 -1.62  0.24      1.64      5
2013-08-02  2013        94 -1.51  0.51      1.59      5
2013-08-03  2013        95 -1.22  0.76      1.44      5
2013-08-04  2013        96 -0.66  0.97      1.17      6
2013-08-05  2013        97 -0.22  1.06      1.08      6
2013-08-06  2013        98  0.18  1.08      1.09      7
2013-08-07  2013        99  0.49  0.98      1.10      7
2013-08-08  2013       100  0.77  0.84      1.14      7
2013-08-09  2013       101  1.17  0.60      1.31      8
2013-08-10  2013       102  1.46  0.23      1.48      8
2013-08-11  2013       103  1.77 -0.04      1.77      1
2013-08-12  2013       104  1.82 -0.49      1.88      1
2013-08-13  2013       105  1.76 -0.96      2.00      1
2013-08-14  2013       106  1.62 -1.54      2.24      1
2013-08-15  2013       107  1.31 -2.00      2.39      2
2013-08-16  2013       108  0.92 -2.41      2.58      2
2013-08-17  2013       109  0.44 -2.67      2.71      2
2013-08-18  2013       110 -0.01 -2.77      2.77      3
2013-08-19  2013       111 -0.34 -2.62      2.64      3
2013-08-20  2013       112 -0.81 -2.43      2.56      3
2013-08-21  2013       113 -1.34 -2.04      2.44      3
2013-08-22  2013       114 -1.79 -1.56      2.37      4
2013-08-23  2013       115 -2.03 -0.89      2.22      4
2013-08-24  2013       116 -2.01 -0.15      2.02      4
2013-08-25  2013       117 -1.88  0.51      1.95      5
2013-08-26  2013       118 -1.70  1.18      2.07      5
2013-08-27  2013       119 -1.27  1.76      2.17      6
2013-08-28  2013       120 -0.80  2.22      2.36      6
2013-08-29  2013       121 -0.25  2.43      2.44      6
2013-08-30  2013       122  0.27  2.53      2.54      7
2013-08-31  2013       123  0.76  2.42      2.54      7
2013-09-01  2013       124  1.27  2.08      2.44      7
2013-09-02  2013       125  1.63  1.70      2.36      7
2013-09-03  2013       126  1.90  1.29      2.30      8
2013-09-04  2013       127  2.06  0.79      2.21      8
2013-09-05  2013       128  2.12  0.36      2.15      8
